penal,x,y,arquero
penal_riodelaplata_2026_peñarol_colocolo_11.png,0.5,0,CR
penal_riodelaplata_2026_peñarol_colocolo_12.png,0,0,R
penal_riodelaplata_2026_peñarol_colocolo_13.png,0.2,1.2,R
penal_riodelaplata_2026_peñarol_colocolo_14.png,0.4,1.2,R
penal_riodelaplata_2026_peñarol_colocolo_15.png,0.25,0.1,R
penal_riodelaplata_2026_peñarol_colocolo_16.png,0.35,0,R
penal_riodelaplata_2026_peñarol_colocolo_17.png,0.1,0.4,R
penal_riodelaplata_2026_peñarol_colocolo_18.png,0.5,1.5,CR
penal_facup_2026_westham_brentford_01.png,0.75,0.7,R
penal_facup_2026_westham_brentford_02.png,0.75,0,L
penal_facup_2026_westham_brentford_03.png,0.35,0.75,R
penal_facup_2026_westham_brentford_04.png,0.5,0.8,CL
penal_facup_2026_westham_brentford_05.png,0.8,0.9,R
penal_facup_2026_westham_brentford_06.png,0.1,0,L
penal_facup_2026_westham_brentford_07.png,0.8,0.7,CR
penal_facup_2026_westham_brentford_08.png,0.5,0.9,L
penal_facup_2026_westham_brentford_09.png,0.9,0.9,CL
penal_coppaitalia_2025_juventus_empoli_01.png,0.8,1.3,L
penal_coppaitalia_2025_juventus_empoli_02.png,0.5,0,L
penal_coppaitalia_2025_juventus_empoli_03.png,0.2,0.7,L
penal_coppaitalia_2025_juventus_empoli_04.png,0.25,0.1,R
penal_coppaitalia_2025_juventus_empoli_05.png,0.85,0,R
penal_coppaitalia_2025_juventus_empoli_06.png,0.6,0.5,R
penal_coppaitalia_2025_juventus_empoli_07.png,0.75,0,R
penal_coppaitalia_2025_juventus_empoli_08.png,0.3,0.2,CR
penal_mundialdeclubes_2025_psg_flamengo_01.png,0.1,0,R
penal_mundialdeclubes_2025_psg_flamengo_02.png,0.2,0.2,L
penal_mundialdeclubes_2025_psg_flamengo_03.png,0.3,1.1,R
penal_mundialdeclubes_2025_psg_flamengo_04.png,0.3,0.5,R
penal_mundialdeclubes_2025_psg_flamengo_05.png,0.5,0.2,CR
penal_mundialdeclubes_2025_psg_flamengo_06.png,0.75,0.3,R
penal_aclelite_2026_alhilal_alsadd_01.png,0,0.7,L
penal_amistoso_2024_barca_milan_01.png,-0.1,0,L
penal_amistoso_2024_barca_milan_02.png,0.1,0.6,R
penal_amistoso_2024_barca_milan_03.png,0.7,0.4,R
penal_amistoso_2024_barca_milan_04.png,0.8,0.4,L
penal_amistoso_2024_barca_milan_05.png,0.55,0.6,R
penal_amistoso_2024_barca_milan_06.png,0.4,1.3,L
penal_amistoso_2024_barca_milan_07.png,0.7,0.3,L
penal_amistoso_2024_barca_milan_08.png,0.45,0.5,R
penal_amistoso_2024_barca_milan_09.png,0.1,0,L
penal_amistoso_2024_barca_milan_10.png,0.2,0.3,L
penal_amistoso_2024_barca_milan_11.png,0.3,0.3,L
